,Name,ID,Badge,Reviewed,Disc Percent,Qty Sold,Original Price,Final Price,Avg Rating,Prod URL,Shop Name,Shop ID,Shop City,Shop URL
0,Rexus Mouse Wireless Xierra S5 Aviator,1379147220,Official Store,2191,34,0,149000,99000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-xierra-s5-aviator-putih?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
1,Mouse Gaming / Gaming Mouse Terlaris HP M100 - 1600DPI RGB 3 Button,268959389,Official Store,2778,26,0,80000,59000,4.9,https://www.tokopedia.com/setofficial/mouse-gaming-gaming-mouse-terlaris-hp-m100-1600dpi-rgb-3-button?whid=6882945,SET Gaming Gear Official,3141137,Makassar,https://www.tokopedia.com/setofficial
2,Razer DeathAdder Essential Gaming Mouse,346205246,Official Store,6433,58,0,595000,249000,5.0,https://www.tokopedia.com/razer/razer-deathadder-essential-gaming-mouse?whid=5931369,Razer Flagship Store,2207588,Jakarta Selatan,https://www.tokopedia.com/razer
3,Mouse Gaming AULA S50 – 2400DPI - RGB Breathing - Macro - 7 Buttons,1925843420,Official Store,487,68,0,275000,89000,4.9,https://www.tokopedia.com/aula-official/mouse-gaming-aula-s50-2400dpi-rgb-breathing-macro-7-buttons?whid=9767451,Aula Official Store,2821709,Medan,https://www.tokopedia.com/aula-official
4,Rexus Mouse Wireless Gaming Xierra 108,282982070,Official Store,1404,6,0,159000,149000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-gaming-xierra-108?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
5,Rexus Mousepad Gaming Daxa Retro Mousemat Extended Cloth XL,1983993294,Official Store,692,54,0,299000,139000,5.0,https://www.tokopedia.com/rexusid/rexus-mousepad-gaming-daxa-retro-mousemat-extended-cloth-xl?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
6,Mouse Gaming/Gaming Mouse Terlaris HP M260 - 6400DPI RGB 6Button Macro,693638284,Official Store,1282,34,0,120000,79000,4.9,https://www.tokopedia.com/setofficial/mouse-gaming-gaming-mouse-terlaris-hp-m260-6400dpi-rgb-6button-macro?whid=6882945,SET Gaming Gear Official,3141137,Makassar,https://www.tokopedia.com/setofficial
7,Logitech G502 HERO High Performance Mouse Gaming Wired RGB,352224430,Official Store,1612,42,0,1199000,699000,4.9,https://www.tokopedia.com/logitech-g/logitech-g502-hero-high-performance-mouse-gaming-wired-rgb?whid=10937518,Logitech G Official,2670965,Bandung,https://www.tokopedia.com/logitech-g
8,Rexus Mouse Gaming Xierra G10,1849978230,Official Store,1344,23,0,129000,99000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-gaming-xierra-g10-hitam?whid=20694,Rexus Official Store,2411749,Jakarta Pusat,https://www.tokopedia.com/rexusid
9,Digital Alliance D4 MOUSEPAD GAMING M,254713844,Official Store,1734,30,0,79000,55000,4.9,https://www.tokopedia.com/digital-alliance/digital-alliance-d4-mousepad-gaming-m?whid=13204860,Digital Alliance,2343655,Jakarta Utara,https://www.tokopedia.com/digital-alliance
10,Rexus Mouse Gaming Xierra X8,316566499,Official Store,630,17,1000,179000,149000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-gaming-xierra-x8?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
11,Rexus Mousepad Gaming Kvlar T1,203112510,Official Store,1257,18,0,79000,65000,5.0,https://www.tokopedia.com/rexusid/rexus-mousepad-gaming-kvlar-t1-1?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
12,Mousepad Gaming HP MP7035 - Size 70x35CM,479232236,Official Store,1513,19,0,110000,89000,4.9,https://www.tokopedia.com/setofficial/mousepad-gaming-hp-mp7035-size-70x35cm?whid=9767451,SET Gaming Gear Official,3141137,Medan,https://www.tokopedia.com/setofficial
13,Rexus Mouse Wireless Office Q20 Silent Click,778784743,Official Store,1971,40,0,109000,65000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-office-q20-silent-click-hitam?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
14,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI,1159119976,Official Store,4677,27,0,699000,509000,5.0,https://www.tokopedia.com/logitech-g/logitech-g304-lightspeed-mouse-gaming-wireless-sensor-12k-dpi-hitam?whid=10937518,Logitech G Official,2670965,Bandung,https://www.tokopedia.com/logitech-g
15,Logitech G300s Mouse Gaming Wired Optical RGB with Macro,234074117,Official Store,3779,43,0,349000,199000,4.9,https://www.tokopedia.com/logitech-g/logitech-g300s-mouse-gaming-wired-optical-rgb-with-macro?whid=10937518,Logitech G Official,2670965,Bandung,https://www.tokopedia.com/logitech-g
16,Mouse Gaming AULA S20 – 2400DPI RGB Driver Macro Software,1068037119,Official Store,1273,36,0,140000,89000,4.9,https://www.tokopedia.com/aula-official/mouse-gaming-aula-s20-2400dpi-rgb-driver-macro-software?whid=12606980,Aula Official Store,2821709,Kab. Sidoarjo,https://www.tokopedia.com/aula-official
17,Lenovo Legion Mouse Pad Size M,1688163752,Official Store,86,27,139,149000,109000,4.9,https://www.tokopedia.com/lenovo-official/lenovo-legion-mouse-pad-size-m?whid=5931369,Lenovo Official,2411241,Jakarta Selatan,https://www.tokopedia.com/lenovo-official
18,Mousepad Gaming HP MP3524 - Size 35x24CM,479234497,Official Store,1299,30,0,70000,49000,4.9,https://www.tokopedia.com/setofficial/mousepad-gaming-hp-mp3524-size-35x24cm?whid=12229825,SET Gaming Gear Official,3141137,Palembang,https://www.tokopedia.com/setofficial
19,"Logitech B170 Mouse Wireless untuk Windows, Mac, Linux dan ChromeOS",732847917,Official Store,5690,36,0,159000,102000,4.9,https://www.tokopedia.com/logitech/logitech-b170-mouse-wireless-untuk-windows-mac-linux-dan-chromeos?whid=5931369,Logitech Official Store,2642798,Jakarta Selatan,https://www.tokopedia.com/logitech
20,Rexus Mousepad Gaming Kvlar T7 Speed Edition L,412374490,Official Store,790,28,0,79000,57000,4.9,https://www.tokopedia.com/rexusid/rexus-mousepad-gaming-kvlar-t7-speed-edition-l?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
21,Razer Viper Mini,1334585592,Official Store,958,44,0,885000,499000,5.0,https://www.tokopedia.com/razer/razer-viper-mini?whid=11043117,Razer Flagship Store,2207588,Surabaya,https://www.tokopedia.com/razer
22,Rexus Mousepad Gaming Kvlar T5,282967581,Official Store,3147,41,0,54000,32000,4.9,https://www.tokopedia.com/rexusid/rexus-mousepad-gaming-kvlar-t5?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
23,Mouse Gaming AULA Wireless SC-300 Rechargeable Lithium battery 2.4GHz,409158713,Official Store,539,75,0,750000,189000,4.9,https://www.tokopedia.com/aula-official/mouse-gaming-aula-wireless-sc-300-rechargeable-lithium-battery-2-4ghz?whid=5931369,Aula Official Store,2821709,Jakarta Selatan,https://www.tokopedia.com/aula-official
24,Razer Basilisk X HyperSpeed,1332589909,Official Store,626,0,914,0,1175000,5.0,https://www.tokopedia.com/razer/razer-basilisk-x-hyperspeed?whid=5931369,Razer Flagship Store,2207588,Jakarta Selatan,https://www.tokopedia.com/razer
25,Logitech MK215 Combo Keyboard dan Mouse Wireless Compact,292158625,Official Store,5124,24,0,299000,226000,4.9,https://www.tokopedia.com/logitech/logitech-mk215-combo-keyboard-dan-mouse-wireless-compact?whid=5931369,Logitech Official Store,2642798,Jakarta Selatan,https://www.tokopedia.com/logitech
26,Razer DeathAdder Essential White - Essential Gaming Mouse,1959042553,Official Store,810,58,0,595000,249000,5.0,https://www.tokopedia.com/razer/razer-deathadder-essential-white-essential-gaming-mouse?whid=11043117,Razer Flagship Store,2207588,Surabaya,https://www.tokopedia.com/razer
27,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button,1461048616,Official Store,2321,58,0,140000,59000,4.9,https://www.tokopedia.com/setofficial/mouse-gaming-gaming-mouse-terlaris-hp-m160-usb-1000dpi-rgb-3-button-hitam?whid=12229825,SET Gaming Gear Official,3141137,Palembang,https://www.tokopedia.com/setofficial
28,Mouse pad SLEC M6 anti slip / waterproof,1787568113,Official Store,682,37,1200,79000,49750,5.0,https://www.tokopedia.com/slec-official/mouse-pad-slec-m6-anti-slip-waterproof-speed-type?whid=12229825,SLEC Official Store,3192998,Jakarta Utara,https://www.tokopedia.com/slec-official
29,Logitech G402 Hyperion Fury Mouse Gaming Wired Ultra-Fast FPS,225305443,Official Store,1442,45,0,729000,399000,5.0,https://www.tokopedia.com/logitech-g/logitech-g402-hyperion-fury-mouse-gaming-wired-ultra-fast-fps?whid=10937518,Logitech G Official,2670965,Bandung,https://www.tokopedia.com/logitech-g
30,Mouse Wireless Rexus Office Q30 Silent Mouse,2036424305,Official Store,258,59,518,119000,49000,4.9,https://www.tokopedia.com/suryaecomm/mouse-wireless-rexus-office-q30-silent-mouse-hitam?whid=10937518,Surya Mitra Online,4520156,Surabaya,https://www.tokopedia.com/suryaecomm
31,Mouse USB Logitech M90,424159251,Official Store,770,0,0,0,42500,4.9,https://www.tokopedia.com/dbclick/mouse-usb-logitech-m90?whid=13204860,dbclick,3088530,Jakarta Utara,https://www.tokopedia.com/dbclick
32,Logitech G102 Lightsync Gaming Mouse [FS],2026818430,Official Store,2104,38,0,379000,235000,4.9,https://www.tokopedia.com/logitech-g/logitech-g102-lightsync-gaming-mouse-fs-hitam?whid=13204860,Logitech G Official,2670965,Jakarta Pusat,https://www.tokopedia.com/logitech-g
33,CLIPtec RZY238 / Speed-Pad / Mouse Pad / Premium rubber / Slip Free,1131026224,Official Store,556,10,1400,28000,25200,4.9,https://www.tokopedia.com/cliptec/cliptec-rzy238-speed-pad-mouse-pad-premium-rubber-slip-free-merah-muda?whid=13204860,CLIPTEC OFFICIAL STORE,3472274,Jakarta Pusat,https://www.tokopedia.com/cliptec
34,Logitech MK120 Keyboard Mouse Combo,337883819,Official Store,943,0,4100,0,145000,4.9,https://www.tokopedia.com/dbclick/logitech-mk120-keyboard-mouse-combo?whid=13204860,dbclick,3088530,Jakarta Utara,https://www.tokopedia.com/dbclick
35,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable,2897775598,Official Store,162,39,0,99000,59999,4.9,https://www.tokopedia.com/specialdealshop/mouse-gaming-hp-m150-1600dpi-usb-wired-macro-programmable-putih?whid=13204860,SpecialDealShop,2345864,Jakarta Utara,https://www.tokopedia.com/specialdealshop
36,SLEC Mouse Wireless NC20 - Matte Black,1213446787,Official Store,966,0,1500,0,73250,4.9,https://www.tokopedia.com/slec-official/slec-mouse-wireless-nc20-matte-black?whid=12606980,SLEC Official Store,3192998,Kab. Sidoarjo,https://www.tokopedia.com/slec-official
37,Rexus Keyboard Mouse Wireless KM9 Combo,1806364456,Official Store,201,15,0,229900,195000,4.9,https://www.tokopedia.com/logitechplus/rexus-keyboard-mouse-wireless-km9-combo-pink?whid=12606980,Gaming Plus Store,4872415,Surabaya,https://www.tokopedia.com/logitechplus
38,PROLiNK 2.4GHZ Mouse Wireless terbaik 6 Button 800 - 1600 DPI PMW6009,935821254,Official Store,1094,18,0,110000,90000,4.9,https://www.tokopedia.com/prolinkindonesia/prolink-2-4ghz-mouse-wireless-terbaik-6-button-800-1600-dpi-pmw6009-red?whid=10937518,Prolink Official Store,5308554,Bandung,https://www.tokopedia.com/prolinkindonesia
39,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Blue,1498259675,Official Store,1111,76,0,140000,33500,4.7,https://www.tokopedia.com/komicofficial/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-blue?whid=12229825,Komic Official Store,6975046,Palembang,https://www.tokopedia.com/komicofficial
40,Thin Wireless Mouse APPLE SLIM WITH USB RECEIVER MACBOOK LAPTOP M2,1140019447,Official Store,3227,66,0,79000,27000,4.7,https://www.tokopedia.com/unitechofficial/thin-wireless-mouse-apple-slim-with-usb-receiver-macbook-laptop-m2-putih?whid=12229825,Unitech Official,191075,Jakarta Utara,https://www.tokopedia.com/unitechofficial
41,Mouse ROBOT M210 2.4G Wireless Optical Mouse,2086572120,Official Store,1656,48,0,100000,52000,4.9,https://www.tokopedia.com/multimediacell/mouse-robot-m210-2-4g-wireless-optical-mouse-hitam?whid=12229825,mmcroxy.onlineshop,153250,Jakarta Pusat,https://www.tokopedia.com/multimediacell
42,Lenovo Legion Mouse Pad Size XL,1609658269,Official Store,107,10,161,199000,179000,5.0,https://www.tokopedia.com/lenovo-official/lenovo-legion-mouse-pad-size-xl?whid=5931369,Lenovo Official,2411241,Jakarta Selatan,https://www.tokopedia.com/lenovo-official
43,Razer Viper Ultimate with Charging Dock - Black,1332515063,Official Store,167,0,0,0,2500000,5.0,https://www.tokopedia.com/razer/razer-viper-ultimate-with-charging-dock-black?whid=5931369,Razer Flagship Store,2207588,Jakarta Selatan,https://www.tokopedia.com/razer
44,Rexus Mouse Wireless Gaming Xierra 109,417130726,Official Store,1606,13,0,109000,95000,4.8,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-gaming-xierra-109?whid=5931369,Rexus Official Store,2411749,Jakarta Pusat,https://www.tokopedia.com/rexusid
45,Mouse Gaming AULA S20 – 2400DPI RGB Driver Macro Software,1593501313,Official Store,148,51,262,140000,68000,4.9,https://www.tokopedia.com/specialdealshop/mouse-gaming-aula-s20-2400dpi-rgb-driver-macro-software?whid=5931369,SpecialDealShop,2345864,Jakarta Utara,https://www.tokopedia.com/specialdealshop
46,Logitech G300S Gaming Mouse [FS],307800046,Official Store,1502,43,3100,349000,199000,4.9,https://www.tokopedia.com/logitech-g/logitech-g300s-gaming-mouse-fs?whid=5931369,Logitech G Official,2670965,Jakarta Pusat,https://www.tokopedia.com/logitech-g
47,Rexus Daxa Air II Pro Wireless Gaming Mouse Air 2 Ultra Lightweight,1829932141,Official Store,353,18,0,799000,659000,5.0,https://www.tokopedia.com/duniacom-srv/rexus-daxa-air-ii-pro-wireless-gaming-mouse-air-2-ultra-lightweight-hitam?whid=5931369,DUNIA COMPUTER &amp; SERVICE,1082574,Jakarta Selatan,https://www.tokopedia.com/duniacom-srv
48,DA MOUSEPAD ART EDITION FLOWER BUG,1631728332,Official Store,500,37,0,79000,50000,5.0,https://www.tokopedia.com/digital-alliance/da-mousepad-art-edition-flower-bug?whid=5931369,Digital Alliance,2343655,Jakarta Pusat,https://www.tokopedia.com/digital-alliance
49,Optical Mouse Kabel USB G5 Unitech Wired USB 1000DPI,1261110229,Official Store,1223,85,0,100000,14900,4.8,https://www.tokopedia.com/unitechofficial/optical-mouse-kabel-usb-g5-unitech-wired-usb-1000dpi-biru?whid=5931369,Unitech Official,191075,Jakarta Utara,https://www.tokopedia.com/unitechofficial
50,Fantech RAIGOR II WG10 Gaming Mouse Wireless Best Buy,1286335039,Official Store,1344,50,0,139000,69000,4.9,https://www.tokopedia.com/superstorecom/fantech-raigor-ii-wg10-gaming-mouse-wireless-best-buy-mystic-black?whid=5931369,SuperStore Computindo,1139485,Jakarta Pusat,https://www.tokopedia.com/superstorecom
51,Logitech G102 Mouse Gaming Wired RGB Lightsync with Macro,987968149,Official Store,8233,38,0,379000,235000,4.9,https://www.tokopedia.com/logitech-g/logitech-g102-mouse-gaming-wired-rgb-lightsync-with-macro-hitam?whid=5931369,Logitech G Official,2670965,Jakarta Selatan,https://www.tokopedia.com/logitech-g
52,JOYSEUS Wireless Mouse 1600DPI USB Computer 2.4GHz Mouse - MS0002,583803891,Official Store,6026,57,9600,198000,85000,4.9,https://www.tokopedia.com/joyseusofficial/joyseus-wireless-mouse-1600dpi-usb-computer-2-4ghz-mouse-ms0002?whid=5931369,Joyseus Official Store,3909510,Jakarta Utara,https://www.tokopedia.com/joyseusofficial
53,Mouse Logitech B100 USB,309579677,Official Store,1595,1,0,44500,44000,4.9,https://www.tokopedia.com/dbclick/mouse-logitech-b100-usb?whid=13204860,dbclick,3088530,Jakarta Utara,https://www.tokopedia.com/dbclick
54,Razer Basilisk X HyperSpeed Wireless Bluetooth Gaming Mouse,1992877931,Official Store,124,26,208,899000,669000,5.0,https://www.tokopedia.com/duniacom-srv/razer-basilisk-x-hyperspeed-wireless-bluetooth-gaming-mouse?whid=13204860,DUNIA COMPUTER &amp; SERVICE,1082574,Jakarta Selatan,https://www.tokopedia.com/duniacom-srv
55,Mousepad Gaming HP MP9040 - Size 90x40CM,479229812,Official Store,1466,29,0,140000,99000,4.9,https://www.tokopedia.com/setofficial/mousepad-gaming-hp-mp9040-size-90x40cm?whid=12229825,SET Gaming Gear Official,3141137,Palembang,https://www.tokopedia.com/setofficial
56,Razer DeathAdder Essential Gaming Mouse Death Adder,1956261852,Official Store,298,17,0,299000,249000,4.9,https://www.tokopedia.com/duniacom-srv/razer-deathadder-essential-gaming-mouse-death-adder-black?whid=12229825,DUNIA COMPUTER &amp; SERVICE,1082574,Jakarta Selatan,https://www.tokopedia.com/duniacom-srv
57,Mouse Wireless Robot M350 2.4G Multi-mode Mouse Silent Key,2089528378,Official Store,105,52,181,199000,95000,4.9,https://www.tokopedia.com/multimediacell/mouse-wireless-robot-m350-2-4g-multi-mode-mouse-silent-key-hitam?whid=12229825,mmcroxy.onlineshop,153250,Jakarta Pusat,https://www.tokopedia.com/multimediacell
58,Mouse Optical Nisuta Mikuso MOS 015U Usb Kabel - Mouse Usb Kabel,904738634,Official Store,658,45,0,18000,9900,4.9,https://www.tokopedia.com/multimediacell/mouse-optical-nisuta-mikuso-mos-015u-usb-kabel-mouse-usb-kabel?whid=12229825,mmcroxy.onlineshop,153250,Jakarta Pusat,https://www.tokopedia.com/multimediacell
59,Logitech M331 Mouse Wireless Silent Click - Black,224478409,Official Store,4214,34,0,299000,196000,4.9,https://www.tokopedia.com/logitech/logitech-m331-mouse-wireless-silent-click-black?whid=12229825,Logitech Official Store,2642798,Jakarta Selatan,https://www.tokopedia.com/logitech
60,Rexus Mouse Wireless Xierra S5 Aviator,1379147220,Official Store,2191,34,0,149000,99000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-xierra-s5-aviator-putih?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
61,Mouse Gaming / Gaming Mouse Terlaris HP M100 - 1600DPI RGB 3 Button,268959389,Official Store,2778,26,0,80000,59000,4.9,https://www.tokopedia.com/setofficial/mouse-gaming-gaming-mouse-terlaris-hp-m100-1600dpi-rgb-3-button?whid=6882945,SET Gaming Gear Official,3141137,Makassar,https://www.tokopedia.com/setofficial
62,Razer DeathAdder Essential Gaming Mouse,346205246,Official Store,6433,58,0,595000,249000,5.0,https://www.tokopedia.com/razer/razer-deathadder-essential-gaming-mouse?whid=5931369,Razer Flagship Store,2207588,Jakarta Selatan,https://www.tokopedia.com/razer
63,Mouse Gaming AULA S50 – 2400DPI - RGB Breathing - Macro - 7 Buttons,1925843420,Official Store,487,68,0,275000,89000,4.9,https://www.tokopedia.com/aula-official/mouse-gaming-aula-s50-2400dpi-rgb-breathing-macro-7-buttons?whid=9767451,Aula Official Store,2821709,Medan,https://www.tokopedia.com/aula-official
64,Rexus Mouse Wireless Gaming Xierra 108,282982070,Official Store,1404,6,0,159000,149000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-gaming-xierra-108?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
65,Rexus Mousepad Gaming Daxa Retro Mousemat Extended Cloth XL,1983993294,Official Store,692,54,0,299000,139000,5.0,https://www.tokopedia.com/rexusid/rexus-mousepad-gaming-daxa-retro-mousemat-extended-cloth-xl?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
66,Mouse Gaming/Gaming Mouse Terlaris HP M260 - 6400DPI RGB 6Button Macro,693638284,Official Store,1282,34,0,120000,79000,4.9,https://www.tokopedia.com/setofficial/mouse-gaming-gaming-mouse-terlaris-hp-m260-6400dpi-rgb-6button-macro?whid=6882945,SET Gaming Gear Official,3141137,Makassar,https://www.tokopedia.com/setofficial
67,Logitech G502 HERO High Performance Mouse Gaming Wired RGB,352224430,Official Store,1612,42,0,1199000,699000,4.9,https://www.tokopedia.com/logitech-g/logitech-g502-hero-high-performance-mouse-gaming-wired-rgb?whid=10937518,Logitech G Official,2670965,Bandung,https://www.tokopedia.com/logitech-g
68,Rexus Mouse Gaming Xierra G10,1849978230,Official Store,1344,23,0,129000,99000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-gaming-xierra-g10-hitam?whid=20694,Rexus Official Store,2411749,Jakarta Pusat,https://www.tokopedia.com/rexusid
69,Digital Alliance D4 MOUSEPAD GAMING M,254713844,Official Store,1734,30,0,79000,55000,4.9,https://www.tokopedia.com/digital-alliance/digital-alliance-d4-mousepad-gaming-m?whid=13204860,Digital Alliance,2343655,Jakarta Utara,https://www.tokopedia.com/digital-alliance
70,Rexus Mouse Gaming Xierra X8,316566499,Official Store,630,17,1000,179000,149000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-gaming-xierra-x8?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
71,Rexus Mousepad Gaming Kvlar T1,203112510,Official Store,1257,18,0,79000,65000,5.0,https://www.tokopedia.com/rexusid/rexus-mousepad-gaming-kvlar-t1-1?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
72,Mousepad Gaming HP MP7035 - Size 70x35CM,479232236,Official Store,1513,19,0,110000,89000,4.9,https://www.tokopedia.com/setofficial/mousepad-gaming-hp-mp7035-size-70x35cm?whid=9767451,SET Gaming Gear Official,3141137,Medan,https://www.tokopedia.com/setofficial
73,Rexus Mouse Wireless Office Q20 Silent Click,778784743,Official Store,1971,40,0,109000,65000,4.9,https://www.tokopedia.com/rexusid/rexus-mouse-wireless-office-q20-silent-click-hitam?whid=5931369,Rexus Official Store,2411749,Jakarta Selatan,https://www.tokopedia.com/rexusid
74,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI,1159119976,Official Store,4677,27,0,699000,509000,5.0,https://www.tokopedia.com/logitech-g/logitech-g304-lightspeed-mouse-gaming-wireless-sensor-12k-dpi-hitam?whid=10937518,Logitech G Official,2670965,Bandung,https://www.tokopedia.com/logitech-g
